-118.28544579547469,34.021074279434906
-118.28544917038006,34.021074304044014
-118.28545254471767,34.02107437786813
-118.28545591791985,34.02107450089766
-118.28545928941905,34.02107467311659
-118.28546265864794,34.0210748945025
-118.28546602503951,34.02107516502659
-118.28546938802707,34.02107548465364
-118.28547274704437,34.021075853342076
-118.28547610152567,34.0210762710439
-118.28547945090583,34.02107673770477
-118.28548279462031,34.02107725326394
-118.28548613210533,34.02107781765432
-118.28548946279788,34.02107843080246
-118.28549278613582,34.02107909262856
-118.28549610155794,34.02107980304649
-118.28549940850404,34.021080561963785
-118.28550270641497,34.021081369281674
-118.28550599473277,34.02108222489508
-118.28550927290068,34.021083128692645
-118.28551254036321,34.021084080556726
-118.28551579656626,34.02108508036342
-118.28551904095714,34.021086127982606
-118.28552227298465,34.021087223277895
-118.28552549209918,34.02108836610673
-118.28552869775275,34.021089556320334
-118.28553188939911,34.02109079376377
-118.28553506649375,34.021092078275935
-118.28553822849403,34.02109340968961
-118.28554137485924,34.02109478783146
-118.2855445050506,34.021096212522046
-118.28554761853145,34.02109768357588
-118.28555071476723,34.02109920080143
-118.28555379322555,34.021100764001126
-118.28555685337628,34.02110237297143
-118.28555989469163,34.0211040275028
-118.2855629166462,34.0211057273798
-118.28556591871704,34.02110747238104
-118.28556890038374,34.02110926227926
-118.28557186112845,34.02111109684133
-118.28557480043598,34.021112975828316
-118.28557771779391,34.021114898995464
-118.28558061269257,34.02111686609226
-118.28558348462512,34.021118876862445
-118.28558633308766,34.02112093104408
-118.28558915757931,34.021123028369544
-118.28559195760214,34.02112516856556
-118.28559473266141,34.02112735135329
-118.28559748226552,34.0211295764483
-118.28560020592609,34.02113184356063
-118.28560290315804,34.02113415239484
-118.28560557347967,34.02113650265002
-118.28560821641267,34.021138894019856
-118.2856108314822,34.021141326192634
-118.285613418217,34.02114379885132
-118.28561597614936,34.021146311673576
-118.28561850481526,34.021148864331806
-118.28562100375437,34.02115145649319
-118.28562347251017,34.02115408781974
-118.28562591062992,34.02115675796833
-118.28562831766483,34.02115946659075
-118.28563069317002,34.02116221333375
-118.28563303670461,34.02116499783907
-118.2856353478318,34.021167819743496
-118.2856376261189,34.02117067867892
-118.28563987113739,34.02117357427235
-118.28564208246296,34.021176506146
-118.28564425967558,34.02117947391731
-118.28564640235959,34.021182477198984
-118.28564851010367,34.02118551559908
-118.28565058250095,34.02118858872104
-118.28565261914906,34.021191696163704
-118.28565461965016,34.021194837521435
-118.28565658361099,34.02119801238409
-118.28565851064296,34.02120122033714
-118.28566040036215,34.02120446096168
-118.28566225238937,34.02120773383449
-118.28566406635024,34.0212110385281
-118.28566584187519,34.02121437461084
-118.28566757859954,34.02121774164689
-118.28566927616356,34.02122113919634
-118.28567093421246,34.02122456681524
-118.28567255239649,34.02122802405566
-118.28567413037095,34.021231510465746
-118.28567566779626,34.02123502558977
-118.28567716433797,34.021238568968215
-118.28567861966687,34.02124214013779
-118.2856800334589,34.021245738631535
-118.28568140539538,34.02124936397883
-118.28568273516285,34.02125301570551
-118.28568402245327,34.02125669333388
-118.28568526696397,34.0212603963828
-118.28568646839773,34.02126412436772
-118.28568762646276,34.021267876800785
-118.28568874087284,34.02127165319086
-118.28568981134725,34.02127545304359
-118.28569083761089,34.0212792758615
-118.2856918193942,34.02128312114402
-118.28569275643338,34.02128698838757
-118.28569364847021,34.021290877085605
-118.28569449525227,34.02129478672869
-118.28569529653285,34.02129871680458
-118.28569605207099,34.02130266679826
-118.28569676163161,34.02130663619202
-118.28569742498543,34.02131062446552
-118.28569804190903,34.02131463109586
-118.28569861218492,34.021318655557636
-118.2856991356015,34.021322697323015
-118.28569961195319,34.0213267558618
-118.28570004104031,34.0213308306415
-118.28570042266925,34.0213349211274
-118.28570075665237,34.021339026782606
-118.28570104280814,34.021343147068144
-118.28570128096108,34.021347281443006
-118.2857014709418,34.02135142936424
-118.28570161258708,34.02135559028698
-118.28570170573975,34.02135976366457
-118.28570175024892,34.02136394894859
-118.28570174596979,34.02136814558893
-118.2857016927638,34.02137235303389
-118.28570159049859,34.02137657073021
